row_index,plataforma,titulo,source_url,image_url,status,file_path,sha1
11,Clube de Autores,Gestão da Sala de Aula Integrada ao Uso de IAS.,https://clubedeautores.com.br/livro/gestao-da-sala-de-aula-integrada-ao-uso-de-ias,https://dxkck1miuebqc.cloudfront.net/books/870772/preview/cover_facebook.jpg,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/011-clube-de-autores-gest-o-da-sala-de-aula-integrada-ao-uso-de-ias.jpg,a5169e6e120b2b196fe787d852f52239d08a501d
12,Google Books,Indisciplina e disciplina escolar: fundamentos para o trabalho docente,https://books.google.com/books/about/Indisciplina_e_disciplina_escolar.html?id=C56fEAAAQBAJ,https://books.google.com/books/publisher/content?id=C56fEAAAQBAJ&printsec=frontcover&img=1&zoom=6&edge=curl&imgtk=AFLRE72Dch7P15UhBmehni3IrKh9lw5UzXih5duPmnX_U_mgu86BQZNDgBO_tjhAhO-R9phIQ0Bp4FjE1uZ5jbLmYStMnjxwUhqeRX-J8FEo8PIpBs5G9Y8MlqJ3SUuzO1LylhBdkbp4&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/12-C56fEAAAQBAJ.jpg,c8fe082e23694d7c91dc931aafbe31c4a1b2f480
13,Google Books,Gestão da Sala de Aula: Lições da Pesquisa e da Prática para Trabalhar com Adolescentes,https://books.google.com/books/about/Gest%C3%A3o_da_Sala_de_Aula.html?id=FFf-zwEACAAJ,https://books.google.com.br/books/content?id=FFf-zwEACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
14,Google Books,Aula Nota 10 3.0: 63 Técnicas para Melhorar a Gestão da Sala de Aula,https://books.google.com/books/about/Aula_Nota_10_3_0.html?id=Dvv2zwEACAAJ,https://books.google.com.br/books/content?id=Dvv2zwEACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
15,Google Books,"Indisciplina escolar: determinações, conseqüências e ações",https://books.google.com/books/about/Indisciplina_escolar.html?id=ngU5AAAACAAJ,https://books.google.com.br/books/content?id=ngU5AAAACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
16,Google Books,Indisciplina no contexto escolar: causas e perspectivas de solução,https://books.google.com/books/about/Indisciplina_no_contexto_escolar_causas.html?id=AAT6EAAAQBAJ,https://books.google.com/books/publisher/content?id=AAT6EAAAQBAJ&printsec=frontcover&img=1&zoom=6&edge=curl&imgtk=AFLRE73Zkw2sS0AAt9bc42QDgvFX1Mw-WlP5WeUuhKKaPbSm8cgxCfQ1wLFtupncv0H53Go-2N16Lng85tYJ8JL9EjVGRxeS1YKgS0KBrBfD9-uzQn6wa2balWHgInS-ySdI5pC6A3_K&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/16-AAT6EAAAQBAJ.jpg,e0436e19d3dc044dc7d143117c2f04974095e2f1
17,Eduzz,Guia SALA DE AULA NOTA MIL,https://chk.eduzz.com/G9614DBAW1,https://cdn.eduzzcdn.com/myeduzz/upload/64/71/6471d5e9a06340a4b03e6cd0e3c455dc,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/017-eduzz-guia-sala-de-aula-nota-mil.png,b9fca965c89102d594e10cf26c33ad25b95ebd1f
18,Eduzz,Planner do professor 2026,https://chk.eduzz.com/apfd3esc,https://cdn.eduzzcdn.com/myeduzz/upload/d3/9f/d39ff0285316418bbcfd5fd2ce139c9e,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/018-eduzz-planner-do-professor-2026.png,096ff320b95c9a85c2545c4d06009305c20ccb63
19,Kiwify,Palestras Pedagógicas,https://educamentes.com.br/palestras-pedagogicas/,,not_found,,
20,Kiwify,Palestras Pedagógicas - SS,https://educamentes.com.br/palestras-pedagogicasss/,,not_found,,
21,Hotmart,Ebook: 9 Modelos de Gestão da Sala de Aula,https://hotmart.com/pt-br/marketplace/produtos/ebook-9-modelos-de-gestao-da-sala-de-aula/C1828908C,https://hotmart.s3.amazonaws.com/product_pictures/6aeb7854-6c91-415b-a1d3-d8f920117783/hotmart1.jpg,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/021-hotmart-ebook-9-modelos-de-gest-o-da-sala-de-aula.jpg,52df04580caa528899b2031647d1b4deb8bcac94
22,Hotmart,Gestão de Sala de Aula: 55 Estratégias Práticas e Comprovadas para Você Dominar Qualquer Sala de Aula (Inclusive as Mais Difíceis),https://hotmart.com/pt-br/marketplace/produtos/gestao-de-sala-de-aula-55-estrategias-praticas-e-comprovadas-para-voce-dominar-qualquer-sala-de-aula-inclusive-as-mais-dificeis/A96497209B,https://hotmart.s3.amazonaws.com/product_pictures/3212f9cd-002d-4073-a197-7ac91e29e610/Preencha10.png,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/022-hotmart-gest-o-de-sala-de-aula-55-estrat-gias-pr-ticas-e-comprovadas-para-vo.png,85e463388d1849f4f43d7c03c8a5ae20f6361611
23,Hotmart,Gestão de Sala de Aula na Prática,https://hotmart.com/pt-br/marketplace/produtos/gestao-de-sala-de-aula-na-pratica/C102285825Q,https://hotmart.s3.amazonaws.com/product_pictures/a1795e62-8b95-4ebf-858f-890ae1b6ec2d/ChatGPTImageOct7202509_57_18AM.png,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/023-hotmart-gest-o-de-sala-de-aula-na-pr-tica.png,d76c1017905e767f8f001fa8088979cc2641fefe
24,Hotmart,Como Vencer a INDISCIPLINA,https://hotmart.com/pt-br/marketplace/produtos/como-vencer-a-indisciplina/M87694669K,https://hotmart.s3.amazonaws.com/product_pictures/c1febb5e-80a7-4b85-a590-676207bae720/COMOVENCERAINDISCIPLINA.jpg,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/024-hotmart-como-vencer-a-indisciplina.jpg,a76f97f8ec197ecb3cdddb11e1f0b48f41c7ae85
25,Hotmart,Gestão de sala de aula,https://hotmart.com/pt-br/marketplace/produtos/hagsxd-gestao-de-sala-de-aula-5x6xg/S95388521R,https://hotmart.s3.amazonaws.com/product_pictures/e7cc1c36-d5c0-4281-9cf9-c434fb3dbde1/Gestaodesaladeaula.png,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/025-hotmart-gest-o-de-sala-de-aula.png,58e6837336d3330d7ab88bd691a9db0fba5666bf
26,Hotmart,Planner de Gestão de Sala de Aula 2025,https://hotmart.com/pt-br/marketplace/produtos/planner-de-gestao-de-sala-de-aula-2025/U99228446U,https://hotmart.s3.amazonaws.com/product_pictures/b464b4af-6487-4d33-b681-ed74fcf5219d/Capturadetela20250414213451.png,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/026-hotmart-planner-de-gest-o-de-sala-de-aula-2025.png,7e816b14039c63a33b82f9d7350ed0b6932d6f57
27,Hotmart,COMBO GESTÃO DE SALA DE AULA 1,https://hotmart.com/pt-br/marketplace/produtos/combo-gestao-de-sala-de-aula-1/O97899963S,https://hotmart.s3.amazonaws.com/product_pictures/0e549aee-09e3-4e8e-9d86-235721107b05/CopiadeCopiadeCopiadeCopiadeCopiadeCopiadeCopiadeCopiadeCop_20250202_132804_0000.png,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/027-hotmart-combo-gest-o-de-sala-de-aula-1.png,f65e423c688a05ef7f5409f2f18ccdd4953fc646
28,Hotmart,Indisciplina Escolar e Ensino Centrado no Aluno Uma abordagem fundamentada na Abordagem Centrada na Pessoa,https://hotmart.com/pt-br/marketplace/produtos/indisciplina-escolar-e-ensino-centrado-no-aluno-uma-abordagem-fundamentada-na-abordagem-centrada-na-pessoa/I104717728U,,error:HTTPError,,
29,Clube de Autores,A INDISCIPLINA ESCOLAR COMO SINTOMA DE PATOLOGIAS SOCIAIS,https://clubedeautores.com.br/livro/a-indisciplina-escolar-como-sintoma-de-patologias-sociais,https://dxkck1miuebqc.cloudfront.net/books/167898/preview/cover_facebook.jpg,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/029-clube-de-autores-a-indisciplina-escolar-como-sintoma-de-patologias-sociais.jpg,81d77cdac548eaa9f641d87df791178bbeaa3136
30,Clube de Autores,A INDISCIPLINA ESCOLAR COMO SINTOMA DE PATOLOGIAS SOCIAIS,https://clubedeautores.com.br/livro/a-indisciplina-escolar-como-sintoma-de-patologias-sociais,https://dxkck1miuebqc.cloudfront.net/books/167898/preview/cover_facebook.jpg,downloaded,Content/base_de_dados/ebooks_gestao_sala/assets/capas/030-clube-de-autores-a-indisciplina-escolar-como-sintoma-de-patologias-sociais.jpg,81d77cdac548eaa9f641d87df791178bbeaa3136
31,Clube de Autores,A indisciplina em sala de aula,https://clubedeautores.com.br/livro/a-indisciplina-em-sala-de-aula-3,https://dxkck1miuebqc.cloudfront.net/books/483972/preview/cover_facebook.jpg,error:HTTPError,,
32,Clube de Autores,INDISCIPLINA DO ALUNO ADOLESCENTE EM IDADE ESCOLAR,https://clubedeautores.com.br/livro/indisciplina-do-aluno-adolescente-em-idade-escolar,https://dxkck1miuebqc.cloudfront.net/books/472671/preview/cover_facebook.jpg,error:HTTPError,,
33,Clube de Autores,Professor bonzinho - Aluno difícil: A questão da indisciplina em sala de aula,https://books.google.com/books/about/Professor_bonzinho_Aluno_dif%C3%ADcil.html?id=q4owDwAAQBAJ,https://books.google.com.br/books/publisher/content?id=q4owDwAAQBAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1&amp;imgtk=AFLRE71xL4TINVtd-ypF4X3U0xPU7oElzqCGZqFUHinJCHCXlkyLxs2BBH_OfGfxEO-Bj9OLeRRI3Xefxq_8J3NCyazdbImewmiguy3l6_hdSJD80_k0PAxfl_7cRg0OxI-6sfTZB9b5,error:HTTPError,,
34,Google Books,Gestão da Sala de Aula - 4ª Edição,https://books.google.com/books/about/Gest%C3%A3o_da_Sala_de_Aula_4%C2%AA_Edi%C3%A7%C3%A3o.html?id=On-MCgAAQBAJ,https://books.google.com/books/publisher/content?id=On-MCgAAQBAJ&printsec=frontcover&img=1&zoom=6&edge=curl&imgtk=AFLRE70ave0nvBsfz-9H47UNDg0HIGf9wksPxDN19vv3lUUmhSaJkO1IM8Yb8Zm2Z0I2zQq84eQv0puAvxhaiIIMy0GHZ9jrR4AnLifva8yApqDK34RH56NfOfNwaR5skibvEPRcgyCP&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/34-On-MCgAAQBAJ.jpg,451eb582731f21832962356f3218e34b1764644e
35,Google Books,Aula Nota 10 2.0: 62 técnicas para melhorar a gestão da sala de aula,https://books.google.com/books/about/Aula_Nota_10_2_0.html?id=IO9ADwAAQBAJ,https://books.google.com/books/publisher/content?id=IO9ADwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73gCyQLkU7HQqfE72Y4kjwkHDIlcOM5h9inRSJ81dM66PElswz2sZWYYsuGThWbDdKlj8B_OyvpJYmS8mQuFeJBwwXbMfweVEifBh-1Klmp1KkoQTM681ub6mL08eLKHbY5Thil&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/35-IO9ADwAAQBAJ.jpg,48dedac65c4c4846c19e7c31fa9f9680e8d4e43f
36,Google Books,Aula nota 10: 49 técnicas para se tornar um professor campeão de audiência,https://books.google.com/books/about/Aula_nota_10.html?id=2d5dAgAAQBAJ,https://books.google.com/books/publisher/content?id=2d5dAgAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70yIZLNCyCgVEg98LTZnjyjMznb4VRq_jMdCcngQ3ZtFQdlfqwtbnssXAP0GkAwKLx4AzP_zIM_IqgYJMiH9HphdMYHK3NoNv9NjhrhGfLyReskVLesoB8YoaDpaY-uAXMlFEDm&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/36-2d5dAgAAQBAJ.jpg,07878edacf0af307e6b0a29719b32f8962d313bb
37,Google Books,Aula nota 10 - Guia Prático: Exercícios para atingir proficiência nas 49 técnicas e maximizar o aprendizado,https://books.google.com/books/about/Aula_nota_10_Guia_Pr%C3%A1tico.html?id=SN9dAgAAQBAJ,https://books.google.com/books/publisher/content?id=SN9dAgAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72UJuLl2JyA0v9zt37Jw3P5vaA9hzVL2uWLBV2f0pRHMUKGXyws3yXu94_1g8CnRTo0w3rqfgECErOu5tNaBKFEu6I1aZnmQnelkhfUkcwcdHW5vLFE8sPFgp6I8GmG14_2zgUL&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/37-SN9dAgAAQBAJ.jpg,5273e461a1943c68eeb7bfba7a2455f59cb448a0
38,Google Books,Disciplina escolar,https://books.google.com/books/about/Disciplina_escolar.html?id=i5a60AEACAAJ,https://books.google.com.br/books/content?id=i5a60AEACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
39,Google Books,Disciplina Escolar,https://books.google.com/books/about/Disciplina_Escolar.html?id=jD2OtgAACAAJ,https://books.google.com.br/books/content?id=jD2OtgAACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1&amp;imgtk=AFLRE73dfiqzFT-9tCKoXJoI4xxGR96RBLt_nTI-JxTuuFTmHf52QkLL_3y0VauRmd7CCqicizBOVv0U9ZvuZ1Ov8GIzRBKJtcIWmevqMGb9N4Uiej9t07a341Ielt8BfG0fQYvwvBkO,error:HTTPError,,
40,Google Books,La Disciplina Escolar: Propuesta de Trabajo en el Marco Global Del Ce,https://books.google.com/books/about/La_Disciplina_Escolar.html?id=m_EbPQAACAAJ,https://books.google.com/books/content?id=m_EbPQAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70gbAQO87IEgLo7GR4jw1Ur7SLAmPaCQ19nq1xYXWFb7cwRoCmQD_rLDth7_jqTA5k4LP2iVnlAsJPbZqFO_DQs-EHzaVQ8sybKv6CG3MGK3L_osx4dvkUl2SlJxk6Yrtd0dXVv&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/40-m_EbPQAACAAJ.jpg,3bbd2cb8f77e684e589792d7946b0a4f5a09fef4
41,Google Books,Indisciplina y violencia escolar,https://books.google.com/books/about/Indisciplina_y_violencia_escolar.html?id=G8i-AAAACAAJ,https://books.google.com.br/books/content?id=G8i-AAAACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
42,Google Books,"Disciplina positiva: O guia clássico para pais e professores que desejam ajudar as crianças a desenvolver autodisciplina, responsabilidade, cooperação e habilidades para resolver problemas",https://books.google.com/books/about/Disciplina_positiva.html?id=Uh_PCwAAQBAJ,https://books.google.com/books/publisher/content?id=Uh_PCwAAQBAJ&printsec=frontcover&img=1&zoom=6&edge=curl&imgtk=AFLRE73cCtoBR0PBqxMxbjbMVygus1TXtosIte8j4IHHQ1YyQGchKqDMtqltRiLmZpiJGC3J9K35XHOjP9oZMq0aR0haIXjdGiYaPKqJeXBxHAhqvI83ucSnXua0aCfQW_Kk9T4KDorU&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/42-Uh_PCwAAQBAJ.jpg,db6a0878d07fddde2b594b5c1a0bbc06b036ad76
43,Google Books,Disciplina Positiva para Educadores de la Primera Infancia: Habilidades y Conceptos de Disciplina Positiva para Aquellos Que Aman y Trabajan con Niños,https://books.google.com/books/about/Disciplina_Positiva_para_Educadores_de_l.html?id=kOYBuwEACAAJ,https://books.google.com.br/books/content?id=kOYBuwEACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
44,Google Books,"Disciplina Positiva na sala de aula montessoriana: Como promover respeito, gentileza e responsabilidade em sala de aula",https://books.google.com/books/about/Disciplina_Positiva_na_sala_de_aula_mont.html?id=65UB0AEACAAJ,https://books.google.com.br/books/content?id=65UB0AEACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
45,Google Books,Como enfrentar a indisciplina na escola,https://books.google.com/books/about/Como_enfrentar_a_indisciplina_na_escola.html?id=ZXsDKmmGAI8C,https://books.google.com.br/books/content?id=ZXsDKmmGAI8C&amp;printsec=frontcover&amp;img=1&amp;zoom=1&amp;imgtk=AFLRE72GO4lRt5FG8idOtWkR7bicYSAUPaXEwqSBSUCE2380wGqsrNjLYvv6vwQtgwKIA9b903Dxgc144s2vVgypepxf8Zr-EglWpkHRCONZbq-7kQI5oSLvv7sMW527fh-buoss6LL4,error:HTTPError,,
46,Google Books,Das brigas aos jogos com regras: enfrentando a indisciplina na escola,https://books.google.com/books/about/Das_brigas_aos_jogos_com_regras_enfrenta.html?id=Shp-AAAACAAJ,https://books.google.com.br/books/content?id=Shp-AAAACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
47,Google Books,Gestão de Relacionamento e Comportamento em Sala de Aula,https://books.google.com/books/about/Gest%C3%A3o_de_Relacionamento_e_Comportament.html?id=DBioPgAACAAJ,https://books.google.com.br/books/content?id=DBioPgAACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
48,Google Books,Indisciplina: o contraponto das escolas democráticas,https://books.google.com/books/about/Indisciplina.html?id=Iw-sAAAACAAJ,https://books.google.com.br/books/content?id=Iw-sAAAACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1,error:HTTPError,,
49,Google Books,Indisciplina na escola: alternativas teóricas e práticas,https://books.google.com/books/about/Indisciplina_na_escola.html?id=HmoRkcRLzqIC,https://books.google.com/books/content?id=HmoRkcRLzqIC&printsec=frontcover&img=1&zoom=6&edge=curl&imgtk=AFLRE71M-63mDXDL9OT27L_nOOIKjYcAxf2wYYb74n5wRNq5BIH_b8pPNwx8AQIQ6o6HAT6QhH9rbXrXTIJrv27TyX-bCGf--sxC6QLf_jvg16lvqbPQiKrNASWlvYZwp9wGJbRVIvNo&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/49-HmoRkcRLzqIC.jpg,591a1f5d916615b6dd38028a99d40111f9bee31d
50,Google Books,O Professor Behaviorista Radical: Um guia prático introdutório para professores e profissionais de apoio da educação básica de como ensinar os aprendizes com diagnóstico de Transtorno do Espectro Autista (TEA),https://books.google.com/books/about/O_Professor_Behaviorista_Radical.html?id=DSQ-EQAAQBAJ,https://books.google.com.br/books/publisher/content?id=DSQ-EQAAQBAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1&amp;edge=curl&amp;imgtk=AFLRE705-oPCyKac9hTWFq8zBh9cxOuxtzZEXtl0olIhv0zT-zCslrBeOGJZWb2MnAL0xkjg6x0P0GSn_bUXyJd1RXEAoKeCbkBCJ86BA3Hg5bcOSlx1F5NYAc_VsqGzrzCQUmkpuGMp,error:HTTPError,,
51,Google Books,Professor bonzinho - Aluno difícil: A questão da indisciplina em sala de aula,https://books.google.com/books/about/Professor_bonzinho_Aluno_dif%C3%ADcil.html?id=q4owDwAAQBAJ,https://books.google.com/books/publisher/content?id=q4owDwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73PhnO8T4kYvkF86wlqbp5YyEzEnXI61oM_fqsmQgYuGZODHf1Ruqo4QjPfimbzhB0DBSIzoF8fha7KIPyeKjxy1JHUQouyvImthLnwZKx_I8kvaiOGpm3dDYt12o1n2PjCUXzT&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/51-q4owDwAAQBAJ.jpg,9630a021d486e7abe26f2574f89fc511bc63ee41
52,Google Books,Classroom Management: Creating a Successful K-12 Learning Community,https://books.google.com/books/about/Classroom_Management.html?id=TT8QEAAAQBAJ,https://books.google.com.br/books/publisher/content?id=TT8QEAAAQBAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1&amp;imgtk=AFLRE716kmjWX1QWmxdEipUS0RgI7bpbEyrMHyxyfDIqJGJ667QYpkMddc-BfqhkherOhhlTkU6S3FzWpf-fVNl0GNMmghjXT1NayFKT3WpOSYm8RWxeaE_X4kSeQRqM3-cE6o72rAvf,error:HTTPError,,
53,Google Books,Classroom Management: Strategies for Teaching,https://books.google.com/books/about/Classroom_Management.html?id=cQVLtAEACAAJ,https://books.google.com/books/content?id=cQVLtAEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72rTtcIIHDPiLuMPEB6-vlLvDjWlikZu2C2qieRxGHp-dYeBBahB4nniNGut8nOAUdStGewCG7rzLEjNiwRwQep6h8B07a0_XeY8HmLQWD6APpwiHGojLRykSt7BBAJx8IkBM-E&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/53-cQVLtAEACAAJ.jpg,f053d62373c5285c8553c972117e64290209a90c
54,Google Books,Classroom Management: Effective Strategies,https://books.google.com/books/about/Classroom_Management_Effective_Strategie.html?id=ciSzzgEACAAJ,https://books.google.com.br/books/content?id=ciSzzgEACAAJ&amp;printsec=frontcover&amp;img=1&amp;zoom=1&amp;imgtk=AFLRE72mu-ipg9Z3SOXgEymGwTlhU1o-5gn70UglNw_ZTnjaHxYR103dpm6OYNURIIh9-FP9oQ9J8YSAD43NtY9d-dUPP5hgIOSyEA4KU6UKUX0AkjLTp4luR1wbrj6Y8scr5c4R1maJ,error:HTTPError,,
55,Google Books,Preventing Challenging Behavior in Your Classroom: Positive Behavior Support and Effective Classroom Management,https://books.google.com/books/about/Preventing_Challenging_Behavior_in_Your.html?id=knKOAwAAQBAJ,https://books.google.com/books/publisher/content?id=knKOAwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73_FQzaES1CwNpJwpFLXvz3Nm9EnwfGhbV3nizydqqTPqZkZO6HO_EfTqsVZ-PutynP1ZyQXmnI40BBAxO8lKi3pg34LbBBUkA7iBOBd8yVrcg9I_qU2X4z5yzSzV6TVHyk0F5j&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/55-knKOAwAAQBAJ.jpg,02db134f37c1150b94a37373185884165678d99f
56,Google Books,Managing Classroom Behavior Using Positive Behavior Supports,https://books.google.com/books/about/Managing_Classroom_Behavior_Using_Positi.html?id=s1IrAAAACAAJ,https://books.google.com/books/content?id=s1IrAAAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70qI6snpwUIT04PvALP_LxDPw--xz_cMe4dvL_1d7mZYlUmxqZnThfxKaJkcoovBhbYyh1VzQy9zt3-ghBHItB72bd6Ui8XZ6zpyvWZ39ytwJhZ4OZ8x4Vw_cr4HnHWLUb0W1X0&source=gbs_api,recovered_api,Content/base_de_dados/ebooks_gestao_sala/assets/capas/56-s1IrAAAACAAJ.jpg,94f4cabf2893d3a48ff03f3de72839d046f5aff8
